Comments,Company,Date,GeneralScore,LMScore
"b'As Bce $BCE Valuation Declined, Shareholder Pittenger &amp; Anderson Has Cut Position; Barrett Asset Management Has Boo... https://t.co/GeMACXPao0'",$HD,11/27/2018,0.0625,-0.066666667
b'Park National Boosted Its Estee Lauder Companies Cla $EL Position by $1.51 Million; Share Price Declined; As Home D... https://t.co/t5oQ6XN7OM',$HD,11/27/2018,0.214285714,0.071428571
b'$low goes higher today! $hd $spx https://t.co/KiocEFFDDL',$HD,11/27/2018,-0.166666667,0
b'We  called out $ASNS today at $1.50 and it made a very nice move. Many chat members banked on this alert! Get over... https://t.co/0uMXZ6JO2f',$HD,11/27/2018,0.142857143,-0.076923077
b'RT @everytimeicash: PSA for this Holiday Season @1simpletrader $SPY $DIA $QQQ $IWM $AMZN $AAPL $FB $TSLA $NFLX $NVDA $HD $BA $ADBE https://...',$HD,11/27/2018,0,0
b'RT @SeekingAlpha: $DHI $HD $ITB - An Update On Housing Stocks - It May Get Worse Before It Gets Better https://t.co/TI2iyH0kVO',$HD,11/27/2018,-0.153846154,0
b'Watch $HD https://t.co/EaakdHKlIG',$HD,11/27/2018,0,0
"b'Alta Capital Management Boosted Its Home Depot $HD Holding; Avalon Advisors Boosted Heico $HEI Stake By $609,984 https://t.co/8vJM60WWvY'",$HD,11/27/2018,0.214285714,0.142857143
"b'An Update On Housing Stocks - It May Get Worse Before It Gets Better https://t.co/hkduwCsrrk $DHI, $HD, $ITB, $KBH,... https://t.co/Apj20OwIMY'",$HD,11/27/2018,-0.142857143,0
b'$DHI $HD $ITB - An Update On Housing Stocks - It May Get Worse Before It Gets Better https://t.co/TI2iyH0kVO',$HD,11/27/2018,-0.181818182,0
b'$HD Max Pain=157.50. Maturity=11/30/2018. #maxpain #options https://t.co/wlqVtxkWeU https://t.co/LjHdA1fu3D',$HD,11/27/2018,0.125,0
b' #BullMarket  https://t.co/kkk429PEe4  #2019shift #StockMarketToday  #BearMarket  #StockMarketCrash ... https://t.co/XKRbnMPRr0',$HD,11/27/2018,0,0
b' #BullMarket  https://t.co/ossd9HUZUl  #2019shift #StockMarketToday  #BearMarket  #StockMarketCrash ... https://t.co/McRiU9skYF',$HD,11/27/2018,0,0
b' #BullMarket  https://t.co/zUl007kV6L  #2019shift #StockMarketToday  #BearMarket  #StockMarketCrash ... https://t.co/YLaxTzbKby',$HD,11/27/2018,0,0
b' #BullMarket  https://t.co/VwpCj5f8Rj  #2019shift #StockMarketToday  #BearMarket  #StockMarketCrash ... https://t.co/Jth9HzTAEz',$HD,11/27/2018,0,0
"b'$WFC vs. $JPM: Hedge Funds Have a Clear Favorite\nhttps://t.co/EckauzyIy3\n$MA, $T, $HD, $CVX'",$HD,11/27/2018,0,0.125
b'Cook/Ivanka Trump touring schools together today. SO Will @POTUS slap tariff on iPhone?  $SPY $DIA $GLD $UCO $IWM... https://t.co/IbyZCA0gRF',$HD,11/27/2018,0,-0.058823529
b'Market close on Tuesday: $SPY $DIA $GLD $UCO $IWM $XLK $XLE $XLF $XLB $XLI $XLP $XLY $XLV $XLU $JPM $BAC $XOM $CVX... https://t.co/qWvPqEoHHC',$HD,11/27/2018,0,-0.045454545
b'Home Depot Inc Declares Quarterly Dividend of $1.03 $HD https://t.co/q98cvBPC69',$HD,11/27/2018,0,0
b'5 Best U.S. Consumer Stocks $HD $VFC $GNTX $SBUX $DIS https://t.co/tQ586fJeqY',$HD,11/27/2018,0.125,0.125
"b'Blb&amp;B Advisors Has Upped Its Position in Adobe Sys $ADBE by $492,075 as Stock Rose; Home Depot $HD Position Held by... https://t.co/SRaRj5iRoS'",$HD,11/27/2018,0.153846154,0.153846154
b'RT @HFTAlert: big buying in $HD yesterday https://t.co/H26gDsw9uk',$HD,11/27/2018,0.166666667,0
b'@petenajarian I know you profited on the $HD drop! ',$HD,11/27/2018,0.25,-0.25
"b'$EA $TTD $TEAM $KO $ADSK $HD $COST $UNP $LLY some of the tickers the team will be watching today, and as always $SPY and $SPX !'",$HD,11/27/2018,0,-0.142857143
b'@_ms_izzy $HD Goes ex div tomorrow for $1.03.   Might see a good entry point.',$HD,11/27/2018,0,0.111111111
b' #BullMarket  #2019shift  https://t.co/VwpCj5f8Rj  #StockMarketToday  #BearMarket  #StockMarketCrash ... https://t.co/qdMuJBLBOY',$HD,11/27/2018,0,0
b' #BullMarket  #2019shift  https://t.co/ossd9HUZUl  #StockMarketToday  #BearMarket  #StockMarketCrash ... https://t.co/HjTPybS4rY',$HD,11/27/2018,0,0
b'$HD:\n\nNew SEC Filing for HD: Form 424B5 (No. 0001193125-18-334597):\n\nhttps://t.co/Z5JjG20tXX',$HD,11/27/2018,0,0
"b'Manning &amp; Napier $MN Shareholder Osmium Partners Trimmed Holding by $449,982 as Market Valuation Declined; Home Dep... https://t.co/WFocTTyryP'",$HD,11/27/2018,0,-0.071428571
b'Livingston Group Asset Management Southport Capital Management Has Cut Home Depot $HD Holding by $1.11 Million; Exx... https://t.co/OCxGXBEIwl',$HD,11/27/2018,0.142857143,-0.071428571
"b'$HD Home Depot, Inc. (The) SEC Filing: Form 424B5 https://t.co/MH2q4spfCv'",$HD,11/27/2018,0,0
"b""Tomorrow's ex-dividend dates $HD $MXIM $SIX $AAON $GFF $DNBF $SEBC https://t.co/8K76LaiyrB $$""",$HD,11/27/2018,0,0
"b""Good Morning. Here's my swing trade watchlist for today : $INTU $HD $XBI \nTrade Smart! Good luck  https://t.co/SDnf55ywYj""",$HD,11/27/2018,0.214285714,0.142857143
b'Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time... https://t.co/rKqpsvRSlu',$HD,11/27/2018,0,0
b'China trade war front and center for stock market today. https://t.co/WfkTM2kJcU via @YouTube\n\n$cl\n$es\n$nq\n$SVXY... https://t.co/dkzCdxA0ah',$HD,11/27/2018,-0.166666667,0
"b'DSR is celebrating its 5th anniversary! discover my 5 top US consumer dividend stocks:\nhttps://t.co/DeO0ol7UDt\n$DIS, $GNTX, $SBUX, $VF, $HD'",$HD,11/27/2018,0.1,0
b'@jimcramer Might trade some $ULTA today for $HD.  Stop crying and get in the game!  What would you do with $ULTA (b... https://t.co/ix1pHpyS7x',$HD,11/27/2018,0,-0.090909091
"b""Week's Most Significant Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTR... https://t.co/nyeYRgyyx1""",$HD,11/27/2018,0.076923077,0
b'Vigilant Capital Management Increased Its Home Depot $HD Position; Luxoft Holding Class A Ordinary Shares $LXFT SI... https://t.co/2dVMRdSabz',$HD,11/27/2018,0.214285714,0.066666667
b'big buying in $HD yesterday https://t.co/H26gDsw9uk',$HD,11/27/2018,0.25,0
b'First Foundation Advisors Trimmed Its Position in Wynn Resorts LTD $WYNN as Stock Value Declined; Kidder Stephen W... https://t.co/Y1VpOUQ4Ag',$HD,11/27/2018,0.066666667,0
b'This is a friendly reminder that $HD is going ex-dividend 1.03$ tomorrow @tastytrade',$HD,11/27/2018,0.166666667,0.2
b'$HD Goes ex div tomorrow for $1.03. It has increased its div 3 times in 3 years. Annual Yld is 2.4%. Stock near 52... https://t.co/Cv3JumZpXG',$HD,11/27/2018,0,0
b'Ex Div Tomorrow:\n\n$ADI   0.48\n$HD    1.03\n$MXIM  0.46\n$SIX   0.82\n\n@tastytrade',$HD,11/27/2018,0,0
b'2018-11-26 Short sale volume (not short interest) for $LOW is 54%. https://t.co/zYTIy5DKlO $HD 33% $BLDR 46% $LL 53% $SHOS 65%',$HD,11/27/2018,-0.222222222,0
"b'Shareholders can safely expect $1.03 dividends by Dec 13, 2018, from Home Depot Inc $HD. - https://t.co/VrUmmnFSAl'",$HD,11/27/2018,0.1,0
"b'Can Home Depot Inc $HD truly back claims of $1.03 dividends by Dec 13, 2018? - https://t.co/ECMqf2MMQ0'",$HD,11/27/2018,0.1,-0.1
b'$1.03 just might be within reach for Home Depot Inc $HD shareholder. https://t.co/99rcnGUy0m',$HD,11/27/2018,0.111111111,0
"b""Dec 13, 2018 is the day Home Depot Inc $HD promises dividends of $1.03. Here's what they have to say. - https://t.co/kQgpyG7zhB""",$HD,11/27/2018,0.1,0
b'$1.03 dividends just around the corner for Home Depot Inc $HD shareholders. https://t.co/6XHEi6obCb',$HD,11/27/2018,0.111111111,0
b'#estate asset watch - price volume leaders in trading Monday - $AMZN $AAPL $NFLX $MSFT $NVDA $FB $TSLA $BABA $AMD... https://t.co/0lmondij9i',$HD,11/27/2018,0.058823529,0
b'Bp Wealth Management Has Trimmed Its Stake in Home Depot $HD by $4.04 Million as Share Price Rose; Majedie Asset Ma... https://t.co/KHmV66ut6e',$HD,11/27/2018,0.214285714,0
b'Home Depot $HD Holder Rdl Financial Boosted Holding by $1.17 Million as Stock Rose; United Technologies $UTX Stake... https://t.co/FTjmyx655g',$HD,11/27/2018,0.066666667,0.066666667
b'Bluefin Trading Position In Vmware $VMW Was Raised; Colonial Trust Advisors Increased Its Holding in Home Depot $HD... https://t.co/Wg8lsXKWBy',$HD,11/27/2018,0,0.066666667
b'#estate asset watch - price volume leaders Monday - $AAPL $NFLX $MSFT $NVDA $BABA $AET $TSLA $FB $AMD $CVS $GOOGL... https://t.co/dJrY4w3TWH',$HD,11/27/2018,0.055555556,0
b'@_ms_izzy B careful. Material.prices dropping. The cycle of growing revenue is over for $HD and $low imo. These nam... https://t.co/AldrdxDMTN',$HD,11/27/2018,-0.090909091,-0.090909091
b'Check out Exquisite Neiman Marcus Christmas Ornament Bronze/Copper Glass - Only 4 Avail #NeimanMarcus #Bronze... https://t.co/Mm5ApBoRKr',$HD,11/27/2018,0.166666667,0
b'$HD looking like it wants to bottom at the 100ma. I was sceptical on whether it holds after it failed to close abov... https://t.co/yvtWWjN5YF',$HD,11/27/2018,0,-0.181818182
b'Traders Sell Home Depot $HD on Strength $HD https://t.co/dNrb8gsnfI',$HD,11/27/2018,0,0.166666667
b'Investors Sell Home Depot $HD on Strength $HD https://t.co/vQ9T2Zsbe8',$HD,11/27/2018,0,0.166666667
b'Investors Sell Home Depot $HD on Strength $HD  https://t.co/pHPJ59pjDg',$HD,11/27/2018,0,0.166666667
b'#Allergan Desperation Has Turned To PANIC!\n$aapl $amzn $agn $fold $t $googl $iep $nflx $tst $ms $gs $wfc $jpm $bac... https://t.co/DTZ1Y9wCFB',$HD,11/27/2018,-0.133333333,-0.0625
b'2018 #CyberMonday breaks record with $7.9B $AMZN $M $WMT $JCP $HD $TGT $KR $JWN $COST $GE $F $GM $GS $JPM $BAC $WFC... https://t.co/bfJJMOu3gf',$HD,11/27/2018,-0.153846154,-0.153846154
"b""Week's Most Significant #Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTR... https://t.co/4PSyWwoGUE""",$HD,11/27/2018,0.076923077,0
b'RT @momentumtradin2: Join our #free #discord #chatroom. My partner @Nicktrades20 called out $ANY today before the opening bell for a break...',$HD,11/27/2018,0.230769231,0
b'Join our #free #discord #chatroom. My partner @Nicktrades20 called out $ANY today before the opening bell for a bre... https://t.co/90yJmOHqsD',$HD,11/27/2018,0.25,0
b'@jeffgent99 Any thought on $HD near a 52 week low?',$HD,11/27/2018,0,0
b'What effects to expect from Trump-Xi meeting on markets? $SPY $DIA $GLD $UCO $IWM $XLK $XLE $XLF $XLB $XLI $XLP... https://t.co/GE8AMfBion',$HD,11/27/2018,0.111111111,0.058823529
b'Thoughts about $HD at these levels.  Any call buying yet?@petenajarian',$HD,11/27/2018,0.4,0
"b'$HD new self checkout system is cool, fast, and friendly to use. I tried googling it but couldnt find any info. I... https://t.co/wJTx3TpoLJ'",$HD,11/27/2018,0,0.071428571
b'Home Depot $HD &amp; Latitude 360 $LATX Financial Survey https://t.co/ek0Kcp5Zof',$HD,11/27/2018,0,0
"b'$HD settled +0.6% at $169.82, which is a key area of supports. S/t bullish, but the stock is m/t broken with the ma... https://t.co/JXc5pXNggD'",$HD,11/26/2018,0.222222222,-0.111111111
b'$I $AM $TOO $HD\n$EFF $MR $MAC $OUT $MEN\n$FOR $A $MAN',$HD,11/26/2018,0.25,0
b'$HD Broke below the 100 EMA/SMA on the 1W and is now seeing it and  resistance. Which is also resistance point on t... https://t.co/nPcCxverQH',$HD,11/26/2018,-0.2,0
b'Anybody Need My SAP Skills? I worked with SAP for ~11Yrs! \n$aapl $amzn $agn $fold $t $googl $iep $nflx $tst $ms $gs... https://t.co/3jMR1BsPnB',$HD,11/26/2018,-0.125,0
b'@zerohedge My my.. todays $djia $comp triple digits bounce $spx double digits bounce on hope of China-US trade ten... https://t.co/nnljky6uYc',$HD,11/26/2018,0,0
b'$CFG $DHI $DE $MAS $UPS $RHT $COF $BABA $ARMK $UTX $LUV $VICI $HD $SO $CNP $ABBV $UNH $MSG $MO $PANW $HSBC Largest... https://t.co/LZG1hvIfR4',$HD,11/26/2018,0,0
b'Nice #SP500 today: $MSFT $GOOG $FB $BRK.B $JPM $BAC $AAPL $AMZN $PFE $XOM $PG $KO $BA $HD $DIS $NFLX $CSCO $INTC... https://t.co/oUfEET5UZa',$HD,11/26/2018,0,0
"b""$HD waiting to figure out what it wants to do. This speaks loudly to the current strength in the mkt. If HD isn't b... https://t.co/K43Wlrifms""",$HD,11/26/2018,-0.090909091,0.1
"b""Week's Most Significant Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTR... https://t.co/MuLV6c12z9""",$HD,11/26/2018,0.076923077,0
b'2 Alerts sent today.\n1 Win &amp; 1 Loss. \n\nP/L:  +0.2 R\nGreen on those alerts.\n\n1) $HD Long:         -0.53 R\n2) $WYNN L... https://t.co/tlxpRHmXqY',$HD,11/26/2018,0,-0.181818182
"b'RT @VineelProTrader: 5 Day Trades.\n3 Wins, 1 Loss &amp; 1 Breakeven.\n+$502 on those.\n\n1) $HD Long:         -$180\n2) $WYNN Long: +$229\n3) $SPY C...'",$HD,11/26/2018,-0.076923077,0
b'#estate asset watch - price volume leaders in trading today - $AMZN $AAPL $NFLX $MSFT $NVDA $FB $TSLA $BABA $AMD... https://t.co/hQo7TiiVgA',$HD,11/26/2018,0.058823529,0
"b'5 Day Trades.\n3 Wins, 1 Loss &amp; 1 Breakeven.\n+$502 on those.\n\n1) $HD Long:         -$180\n2) $WYNN Long: +$229\n3)... https://t.co/szMWCsg5kJ'",$HD,11/26/2018,-0.090909091,0
b'Home Depot $HD Stock Price Rose While Private Wealth Partners Has Upped Its Stake; Prudential Financial Position in... https://t.co/rg6GGRn1R4',$HD,11/26/2018,0.153846154,0.076923077
"b'As Home Depot $HD Stock Rose, Carnegie Capital Asset Management Has Boosted Holding by $541,558; Ruffer Llp Has Low... https://t.co/FoVVN1DU8R'",$HD,11/26/2018,0.133333333,0.071428571
"b'Top #money flow today. Free stocks app https://t.co/B6pljuv3p6\n$HYLB, $SPY, $TLT, $QQQ, $JNK, $AMZN, $AAPL, $IXC,... https://t.co/4oNd10tGBB'",$HD,11/26/2018,0.0625,0
"b""Koshinski Asset Management Increased Home Depot $HD Stake By $672,750; Envestnet $ENV's Sentiment Is 1.77 https://t.co/wlIP0tWsw9""",$HD,11/26/2018,0.181818182,0
b'RT @AnthonyMaceroni: $HD Weekly (updated) - that landing tho  https://t.co/ZcPBMm1ZIc',$HD,11/26/2018,0,0
b'Cincinnati Insurance Company Upped Its Home Depot Ord $HD Position; Jeld-wen Holding $JELD Shorts Raised By 6.83% https://t.co/4hufPCU9QG',$HD,11/26/2018,0,0.076923077
b'Managed Asset Portfolios Has Cut Diebold Nxdf $DBD Stake by $1.38 Million; Home Depot $HD Shareholder Rdl Financial... https://t.co/zEA5fyV918',$HD,11/26/2018,0,-0.066666667
b'What a disaster @Target - No 4-watt clear #nightlight / #windowcandle @generalelectric bulbs in stock this w/e &amp; we... https://t.co/mdMhJRz30I',$HD,11/26/2018,0,-0.090909091
b'Aviva Plc Boosted Holding in Home Depot INC $HD as Share Price Rose - https://t.co/gKldX01jGa',$HD,11/26/2018,0.181818182,0.090909091
b'Aviva Plc Has Upped Its Home Depot INC $HD Stake by $14.08 Million - https://t.co/rnAkepL0xZ',$HD,11/26/2018,0,0
b'Aviva Plc Increases Stake in Home Depot INC $HD https://t.co/VekwSoC2CO',$HD,11/26/2018,0,0
b'Aviva Plc Raised Position in Home Depot INC $HD by $14.08 Million - https://t.co/HOxlfRIyTO',$HD,11/26/2018,0,0.111111111
b'Aviva Plc Has Boosted Home Depot INC $HD Stake by $14.08 Million https://t.co/sVFAGtqPAa',$HD,11/26/2018,0.111111111,0.111111111
b'$HE $EAT $HD\n$OUT $A $DOOR\n$DO $A $SUM',$HD,11/26/2018,0,0
b'VPER is current. News is next. Room started $msft $amzn $fb $goog $jnj $jpm $googol $abc $wfc $wmt $cvx $hd $pg... https://t.co/bMEsyunRYb',$HD,11/26/2018,0,0
b'Wow $10 now. They are dumping prices quick. Preparing for a slow down.  $low $HD https://t.co/lmqxJvL7WR',$HD,11/26/2018,-0.222222222,-0.111111111
"b'$WYNN:  New Stop $110.06 (breakeven). Not going to lose anything on this, since I lost on $HD trade.\n\nThis time I a... https://t.co/UcIFReABvQ'",$HD,11/26/2018,-0.181818182,-0.272727273
b'Is it time to remodel my portfolio with starting a position with $HD?   Or is it too early? @jimcramer',$HD,11/26/2018,0.25,0.142857143
b'RT @SJosephBurns: Implied moves for earnings next week. Great work @OMillionaires \n\n$YY 12.1%\n$HD 3.5%\n$AAP 8.5%\n$TLRY 21.0%\n$WIX 11.9%\n$PE...',$HD,11/26/2018,0.0625,0.076923077
b'Is $HD a buy with it only being $2 from a 52 week low?@HalftimeReport',$HD,11/26/2018,0.25,0
b'RT @OneOClockDrop: NAME CHANGE $msft $amzn $fb $goog $jnj $jpm $googol $abc $wfc $wmt $cvx $hd $pg $unh $pfe $qcom $adbe $v $nflx $chtr $co...',$HD,11/26/2018,0,0
b'NAME CHANGE $msft $amzn $fb $goog $jnj $jpm $googol $abc $wfc $wmt $cvx $hd $pg $unh $pfe $qcom $adbe $v $nflx... https://t.co/8mhsYPG40i',$HD,11/26/2018,0,0
b'#eCommerce battlegrounds for online penetration - shopping time vs. consumer out-of-pocket spend per purchase... https://t.co/1pS8BEzqfn',$HD,11/26/2018,0,0
b'Holder Sigma Planning Boosted Fedex $FDX Holding; Crossvault Capital Management Has Boosted Stake in Home Depot... https://t.co/4U1GrNK7tz',$HD,11/26/2018,0.2,0.133333333
b'Cincinnati Insurance Company Has Boosted Position in Home Depot Ord $HD as Market Valuation Rose; Holt Capital Advi... https://t.co/UOrSsbEWc9',$HD,11/26/2018,0.2,0.133333333
b'Stocks and large upcoming dividends. https://t.co/10NAYFYNJN for #dividendlist \n#dividends #options #highyield... https://t.co/JuwGlFjUEo',$HD,11/26/2018,0.1,0
"b'Now is not the time to get negative on $LOW.  An outright cannibal, HSD FCF yield, and clear opportunities to impro... https://t.co/PXraY7Btc4'",$HD,11/26/2018,-0.071428571,0
b'Home Depot $HD Valuation Rose While Dubuque Bank &amp; Trust Company Has Lifted Position; Gilead Sciences $GILD Shareho... https://t.co/GwOhBxUJJu',$HD,11/26/2018,0.1875,0.0625
b'Three and half decade long underperformance for $LOW vs. $HD.  Can Marvin Ellison and gang change the culture at... https://t.co/xzbtGX4JXH',$HD,11/26/2018,-0.076923077,-0.076923077
b'$HD : New Stop and new targets. https://t.co/r34AKvprnX',$HD,11/26/2018,0,-0.2
b'Get to know your consumer discretionary #sector better. Sector SPDR #ETF ticker symbol $XLY. Top holdings in this... https://t.co/512nAbNV1s',$HD,11/26/2018,0.2,0
b'#estate asset watch - price volume leaders this morning - $AAPL $NFLX $MSFT $NVDA $BABA $AET $TSLA $FB $AMD $CVS... https://t.co/4Z3BOHEEMn',$HD,11/26/2018,0.058823529,0
b'Cyber Monday Expected to Be Record Online Sales Day at $7.8 Billion https://t.co/Y8rcprxs5i $AMZN $WMT $EBAY $AAPL $HD $BBY $M $COST $W',$HD,11/26/2018,-0.066666667,-0.066666667
b'@cnbc \n.\n$NVDA $GE $CELG $RTN $BA $CAT $BLK $MS $KHC $HD\n.\nhttps://t.co/sX3q5vBg7M',$HD,11/26/2018,0,0
"b""RT @PessimistInvest: New online shopping accounts this holiday season:\n1) $HD Home Depot (excellent - seamless &amp; fast)\n2) $LOW Lowe's (in-s...""",$HD,11/26/2018,0,0.0625
b'Can US markets close green on Monday? $SPY $DIA $uco $GLD $IWM $XLK $XLE $UUP $XLP $XLY $XLV $XLU $XLF $XLB $XLI... https://t.co/uMPhkWaCrG',$HD,11/26/2018,0,-0.047619048
b'$HD Day trade plan https://t.co/ktgdoP6Dfc',$HD,11/26/2018,0,0
"b'RT @weeklystockchar: @WallStFlex @AnthonyMaceroni The reason for the difference is that SC ""corrects"" for the dividend that $HD pays. If u...'",$HD,11/26/2018,0.222222222,-0.125
"b'Kanawha Capital Management Increased Holding in Home Depot $HD by $721,500; Mason Hill Advisors Has Cut Fortuna Sil... https://t.co/KhxyK5xqNZ'",$HD,11/26/2018,0,-0.071428571
"b'#HomeDepot is shortable right now, but patience on a pullback would be ideal. $hd $study #StanWeinstein... https://t.co/ucx5wSBIjB'",$HD,11/26/2018,0.2,0.1
b'Dont #teach your #self about #limitations but #do teach your self about #possiblities. $MU $AAPL $MSFT $AMD $TWLO... https://t.co/VplVYqOlaY',$HD,11/26/2018,-0.083333333,-0.083333333
b'Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time... https://t.co/z52Vsnbs0Y',$HD,11/26/2018,0,0
b'Stock market rebounds after weak retail sales data. https://t.co/lzdq1VR51j via @YouTube\n\n$cl\n$es\n$nq\n$SVXY\n$HD... https://t.co/HSxrw3yPMf',$HD,11/26/2018,0,0
b'RT @kpak82: @WallStFlex @AnthonyMaceroni $HD appears to be at confluence of support https://t.co/tcfr2Xvnm1',$HD,11/26/2018,0.125,0
"b'Exchange Capital Management Lowered Home Depot $HD Stake By $314,730; Matson Has 1.25 Sentiment https://t.co/5iXIklaMFS'",$HD,11/26/2018,0,0
b'Bath Savings Trust Co Has Boosted Home Depot $HD Holding by $1.03 Million; As Carolina Finl New $CARO Market Valuat... https://t.co/Hmbr2eByVN',$HD,11/26/2018,0.2,0.066666667
b'Centurylink $CTL Holder Temasek Holdings Private LTD Has Increased Its Position by $312.12 Million; As Home Depot C... https://t.co/SusGSP60Gb',$HD,11/26/2018,0.076923077,0.076923077
"b'Goldman Sachs Group Raised Cummins $Put $CMI Position by $319,200; Taurus Asset Management Has Raised Its Home Depo... https://t.co/DkgV9f5y98'",$HD,11/26/2018,0.066666667,0.066666667
"b'Home Depot $HD Stock Rose While Reliance Trust Lowered by $339,495 Its Holding; Checchi Capital Advisers Increases... https://t.co/MaJmdUP1wn'",$HD,11/26/2018,0.076923077,0
b'@WallStFlex @AnthonyMaceroni $HD (60min) falling wedge https://t.co/EWBYSd9Z2h',$HD,11/26/2018,-0.166666667,0
